region,crop,year,target_yield_centner_per_ha,sown_area,gross_harvest,dry_days_04,dry_days_05,dry_days_06,dry_days_07,dry_days_08,dry_days_09,hot_days_04,hot_days_05,hot_days_06,hot_days_07,hot_days_08,hot_days_09,humidity_mean_04,humidity_mean_05,humidity_mean_06,humidity_mean_07,humidity_mean_08,humidity_mean_09,precip_sum_04,precip_sum_05,precip_sum_06,precip_sum_07,precip_sum_08,precip_sum_09,rain_days_04,rain_days_05,rain_days_06,rain_days_07,rain_days_08,rain_days_09,rain_sum_04,rain_sum_05,rain_sum_06,rain_sum_07,rain_sum_08,rain_sum_09,temp_max_04,temp_max_05,temp_max_06,temp_max_07,temp_max_08,temp_max_09,temp_mean_04,temp_mean_05,temp_mean_06,temp_mean_07,temp_mean_08,temp_mean_09,temp_min_04,temp_min_05,temp_min_06,temp_min_07,temp_min_08,temp_min_09,season_temp_mean,season_temp_max,season_temp_min,season_precip_sum,season_rain_sum,season_humidity_mean,season_hot_days,season_dry_days,season_rain_days,mineral_fertilizers_centner,mineral_fertilizers_tons,mineral_fertilizers_cumulative_centner,fertilizer_municipality_count,fertilizer_records_count,valid_fertilizer_values_count,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Западно-Сибирский экономический район,пшеница яровая,2005,11.8,,,25.0,27.0,21.0,14.0,21.0,22.0,0.0,0.0,7.0,7.0,7.0,0.0,69.23,56.74,65.77,75.35,70.03,71.13,17.8,22.0,56.8,95.6,44.0,41.2,5.0,4.0,9.0,17.0,10.0,8.0,9.4,22.0,56.8,95.6,44.0,41.2,20.9,25.9,30.7,31.9,30.6,22.3,2.54,10.98,18.74,20.79,18.37,11.11,-12.0,-4.4,7.2,13.2,8.3,0.2,13.8,31.9,-12.0,277.4,269.0,68.03,21,130,53,,,,,,,,,,,,,,,,
Ивановская область,горох,2000,16.4,0.6,9.8,28.0,22.0,13.0,18.0,15.0,19.0,0.0,2.0,3.0,8.0,0.0,0.0,75.43,63.45,69.03,72.39,79.71,77.23,15.9,36.8,98.0,76.9,85.7,58.8,2.0,9.0,17.0,13.0,16.0,11.0,15.9,28.6,98.0,76.9,85.7,58.8,23.3,28.4,29.0,30.9,22.3,22.7,7.97,9.16,16.28,20.1,16.1,9.99,-3.2,-2.8,5.8,10.7,7.2,-0.6,13.3,30.9,-3.2,372.1,363.9,72.86,13,115,68,,,,,,,,,,,,,,,,
Ивановская область,горох,2001,19.9,0.75,14.35,24.0,14.0,11.0,27.0,22.0,23.0,0.0,0.0,0.0,12.0,2.0,0.0,78.7,73.61,79.57,70.39,71.55,78.27,35.9,84.9,116.6,16.8,61.2,37.6,6.0,17.0,19.0,4.0,9.0,7.0,34.6,84.9,116.6,16.8,61.2,37.6,23.6,23.9,24.3,30.8,29.2,23.8,7.73,10.87,15.75,22.01,16.13,12.32,-5.4,1.6,6.0,13.6,6.1,0.7,14.17,30.8,-5.4,353.0,351.7,75.29,14,121,62,,,,,,,,,,,,,,,,
Ивановская область,горох,2002,21.9,1.24,18.96,23.0,25.0,21.0,23.0,25.0,21.0,0.0,0.0,0.0,14.0,2.0,0.0,72.57,61.48,65.07,61.77,63.65,73.27,38.0,24.0,43.0,57.4,22.8,71.0,7.0,6.0,9.0,8.0,6.0,9.0,31.4,23.0,43.0,57.4,22.8,70.4,18.4,23.2,26.8,31.6,30.5,26.6,4.49,10.64,16.54,22.02,16.04,11.43,-13.2,0.3,4.9,9.6,8.2,0.6,13.57,31.6,-13.2,256.2,248.0,66.23,16,138,45,,,,,,,,,,,,,,,,
Ивановская область,горох,2003,11.1,0.92,3.64,19.0,19.0,13.0,19.0,11.0,22.0,0.0,0.0,0.0,3.0,3.0,0.0,76.97,69.0,78.57,76.77,81.87,78.4,44.1,65.0,122.7,57.3,153.8,72.0,11.0,12.0,17.0,12.0,20.0,8.0,23.8,65.0,122.7,57.3,153.8,72.0,16.2,25.1,19.9,28.2,27.3,20.6,3.36,12.96,12.21,20.02,16.94,10.89,-5.3,0.6,2.9,9.3,9.4,1.8,12.79,28.2,-5.3,514.9,494.6,76.91,6,103,80,,,,,,,,,,,,,,,,
Ивановская область,горох,2004,22.0,1.25,27.15,22.0,20.0,13.0,17.0,21.0,18.0,0.0,0.0,0.0,1.0,3.0,0.0,71.43,70.32,76.97,81.48,77.39,79.5,45.0,58.0,133.9,100.1,72.6,56.0,8.0,11.0,17.0,14.0,10.0,12.0,31.7,57.9,133.9,100.1,72.6,56.0,15.9,21.2,26.5,27.3,28.4,24.2,2.43,11.22,14.72,18.68,17.67,12.35,-12.2,-0.5,3.7,11.4,8.8,3.3,12.89,28.4,-12.2,465.6,452.2,76.19,4,111,72,,,,,,,,,,,,,,,,
Ивановская область,горох,2005,19.7,1.24,24.46,22.0,20.0,17.0,17.0,24.0,27.0,0.0,2.0,0.0,2.0,1.0,0.0,78.0,71.45,75.3,76.97,73.68,77.13,59.8,56.5,104.3,67.4,33.0,25.3,8.0,11.0,13.0,14.0,7.0,3.0,52.0,56.5,104.3,67.4,33.0,25.3,15.1,27.8,25.4,27.2,27.3,22.9,3.97,14.45,16.01,18.41,17.05,12.74,-9.0,3.7,7.5,8.4,7.8,0.7,13.82,27.8,-9.0,346.3,338.5,75.4,5,127,56,,,,,,,,,,,,,,,,
Ивановская область,горох,2006,17.7,1.46,20.04,17.0,19.0,20.0,15.0,16.0,20.0,0.0,0.0,7.0,6.0,1.0,0.0,76.83,68.52,68.3,70.39,78.16,80.6,46.8,52.5,51.2,62.1,91.1,64.0,13.0,12.0,10.0,16.0,15.0,10.0,44.2,52.5,51.2,62.1,91.1,64.0,14.4,21.3,30.2,29.5,27.0,21.2,4.05,11.76,18.7,17.42,17.35,13.16,-5.4,-1.2,7.8,9.2,8.9,0.5,13.77,30.2,-5.4,367.7,365.1,73.78,14,107,76,,,,,,,,,,,,,,,,
Ивановская область,горох,2007,19.1,1.77,33.77,20.0,21.0,20.0,21.0,22.0,19.0,0.0,5.0,1.0,2.0,11.0,0.0,67.03,68.23,61.83,72.42,66.26,78.7,24.9,43.7,41.8,56.8,42.8,75.2,10.0,10.0,10.0,10.0,9.0,11.0,22.6,43.7,41.8,56.8,42.8,75.2,17.3,32.5,27.1,29.0,31.8,20.7,4.47,14.37,15.71,18.84,20.76,11.45,-5.2,-2.3,4.1,11.3,8.2,2.6,14.33,32.5,-5.2,285.2,282.9,69.08,19,123,60,,,,,,,,,,,,,,,,
Ивановская область,горох,2008,17.4,1.57,15.09,24.0,19.0,22.0,13.0,11.0,19.0,0.0,0.0,0.0,4.0,4.0,0.0,68.33,66.87,69.63,79.81,79.39,76.97,36.7,70.7,40.6,164.7,141.0,44.1,6.0,12.0,8.0,18.0,20.0,11.0,36.1,70.7,40.6,164.7,141.0,44.1,19.3,23.8,25.5,29.0,30.8,25.8,6.75,10.27,14.84,18.92,16.96,10.15,-4.2,-2.2,0.9,10.1,8.4,0.5,13.02,30.8,-4.2,497.8,497.2,73.53,8,108,75,864.0,86.4,864.0,3.0,3.0,3.0,1.0,,35.0,241.0,374.0,75.0,2052.0,21.0,87.0,2778.0
Ивановская область,горох,2009,22.7,1.59,36.15,22.0,27.0,21.0,18.0,21.0,25.0,0.0,0.0,2.0,2.0,0.0,0.0,70.63,64.45,64.23,72.0,72.42,72.93,32.7,29.9,51.1,74.6,39.9,30.1,8.0,4.0,9.0,13.0,10.0,5.0,10.1,29.9,51.1,74.6,39.9,30.1,21.7,24.2,30.1,31.1,25.9,25.2,1.56,12.91,17.8,18.72,16.38,13.79,-14.0,-0.9,8.9,5.5,9.6,3.5,13.57,31.1,-14.0,258.3,235.7,69.45,4,134,49,,,,,,,,,,,,,,,,
Ивановская область,горох,2010,21.0,1.33,21.95,24.0,18.0,17.0,28.0,19.0,21.0,0.0,0.0,8.0,24.0,15.0,0.0,68.23,69.06,71.97,56.94,66.16,77.87,28.3,91.8,69.5,8.3,93.1,61.8,6.0,13.0,13.0,3.0,12.0,9.0,28.1,91.8,69.5,8.3,93.1,61.8,15.2,25.8,31.3,35.7,36.3,22.9,6.2,15.7,17.72,24.99,20.92,11.59,-4.1,6.3,7.1,11.0,6.0,1.0,16.26,36.3,-4.1,352.8,352.6,68.3,47,127,56,,,,,,,1.0,,15.0,197.0,310.0,57.0,1762.0,20.0,80.0,2342.0
Ивановская область,горох,2011,16.2,1.25,18.19,17.0,26.0,18.0,19.0,25.0,11.0,0.0,0.0,2.0,16.0,3.0,0.0,79.47,66.74,69.7,68.55,66.1,82.9,44.2,24.6,43.3,82.9,28.6,79.8,13.0,5.0,12.0,12.0,6.0,19.0,29.4,24.6,43.3,82.9,28.6,79.8,17.3,25.9,27.3,30.8,29.2,21.8,2.55,12.83,17.04,22.48,18.3,11.35,-10.3,2.0,7.1,13.7,7.3,4.3,14.15,30.8,-10.3,303.4,288.6,72.16,21,116,67,23061.69,2306.17,23588.89,16.0,16.0,15.0,1.0,,10.0,180.0,278.0,47.0,1605.0,21.0,79.0,2121.0
Ивановская область,горох,2012,20.5,1.51,30.93,15.0,21.0,20.0,23.0,18.0,16.0,0.0,0.0,0.0,6.0,3.0,0.0,81.13,68.48,72.03,67.71,75.0,77.07,72.3,66.2,61.6,39.8,94.4,64.5,15.0,10.0,10.0,8.0,13.0,14.0,58.3,66.2,61.6,39.8,94.4,64.5,22.0,26.0,26.6,30.2,29.6,21.7,5.5,13.97,16.62,20.07,17.09,12.6,-9.0,1.0,7.3,12.1,6.5,5.7,14.35,30.2,-9.0,398.8,384.8,73.52,9,113,70,5621.2,562.12,24549.06,14.0,14.0,3.0,,,8.0,159.0,229.0,41.0,1431.0,21.0,76.0,1868.0
Ивановская область,горох,2013,14.1,2.38,13.08,22.0,21.0,23.0,17.0,21.0,10.0,0.0,1.0,6.0,5.0,1.0,0.0,76.17,70.52,69.9,70.23,75.19,85.8,26.9,63.1,43.3,83.6,57.6,128.8,8.0,10.0,7.0,14.0,10.0,20.0,22.9,63.1,43.3,83.6,57.6,128.8,15.6,27.0,30.2,29.0,27.2,18.3,2.75,14.48,19.09,19.52,17.98,10.54,-7.6,1.4,9.0,11.1,7.8,0.6,14.11,30.2,-7.6,403.3,399.3,74.59,13,114,69,1448.76,144.88,20191.79,13.0,13.0,3.0,,,,125.0,193.0,28.0,1167.0,15.0,44.0,1513.0
Ивановская область,горох,2014,21.9,1.42,27.49,25.0,24.0,13.0,26.0,16.0,24.0,0.0,2.0,7.0,8.0,5.0,0.0,57.47,61.39,64.1,65.58,71.77,75.9,24.4,50.0,105.2,29.4,63.7,39.7,5.0,7.0,17.0,5.0,15.0,6.0,19.5,50.0,105.2,29.4,63.7,39.7,19.5,27.7,30.2,29.9,30.2,21.6,5.13,14.86,16.12,19.45,19.01,12.06,-5.3,-1.5,6.5,8.8,8.3,4.0,14.49,30.2,-5.3,312.4,307.5,66.04,22,128,55,4039.7,403.97,21716.0,6.0,6.0,5.0,,,2.0,137.0,203.0,34.0,1243.0,21.0,73.0,1619.0
Ивановская область,горох,2015,22.0,1.53,33.71,14.0,18.0,15.0,16.0,21.0,22.0,0.0,3.0,4.0,2.0,1.0,0.0,72.6,71.23,67.7,73.39,70.26,74.8,51.6,77.7,81.5,52.7,53.8,41.7,16.0,13.0,15.0,15.0,10.0,8.0,37.9,77.7,81.5,52.7,53.8,41.7,22.7,28.0,29.5,27.8,27.6,25.0,4.3,13.75,17.71,17.36,16.39,13.78,-3.6,1.1,7.3,6.7,6.6,4.8,13.91,29.5,-3.6,359.0,345.3,71.66,10,106,77,999.0,99.9,20046.0,6.0,6.0,3.0,,,,105.0,159.0,21.0,977.0,12.0,35.0,1262.0
Ивановская область,горох,2016,21.0,1.63,30.65,20.0,22.0,16.0,19.0,16.0,15.0,0.0,0.0,2.0,9.0,8.0,0.0,73.87,66.81,71.57,68.42,74.06,80.63,62.9,48.8,92.0,49.8,96.3,62.8,10.0,9.0,14.0,12.0,15.0,15.0,55.9,48.8,92.0,49.8,96.3,62.8,18.3,24.1,28.5,30.7,30.6,19.0,5.97,14.08,16.68,21.18,19.64,10.47,-4.2,0.8,5.1,12.3,9.2,3.8,14.73,30.7,-4.2,412.6,405.6,72.51,19,108,75,742.91,74.29,17728.0,8.0,8.0,3.0,,,,106.0,135.0,16.0,873.0,11.0,32.0,1130.0
Ивановская область,горох,2017,22.8,2.52,55.51,19.0,19.0,13.0,15.0,25.0,18.0,0.0,0.0,0.0,3.0,4.0,0.0,69.47,69.29,75.33,79.61,70.32,78.03,59.0,73.4,95.3,100.6,27.4,62.2,11.0,12.0,17.0,16.0,6.0,12.0,50.4,65.8,95.3,100.6,27.4,62.2,22.1,23.5,23.5,29.4,29.0,23.9,4.19,8.78,13.27,17.1,17.74,12.01,-6.9,-3.0,1.5,8.0,6.3,1.8,12.22,29.4,-6.9,417.9,401.7,73.67,7,109,74,5480.0,548.0,22117.0,7.0,7.0,5.0,,,,99.0,138.0,15.0,860.0,11.0,31.0,1112.0
Ивановская область,горох,2018,15.0,2.89,43.4,22.0,24.0,21.0,13.0,23.0,20.0,0.0,0.0,5.0,9.0,10.0,0.0,68.6,63.65,61.17,73.06,65.97,74.57,36.7,42.9,41.8,83.3,30.5,84.7,8.0,7.0,9.0,18.0,8.0,10.0,30.7,42.9,41.8,83.3,30.5,84.5,18.5,26.0,32.1,29.8,29.4,24.0,4.95,13.92,16.49,20.49,18.97,13.45,-8.1,2.5,3.2,11.9,8.0,0.2,14.76,32.1,-8.1,319.9,313.7,67.83,24,123,60,2214.0,221.4,22413.0,6.0,6.0,4.0,,,,94.0,135.0,12.0,856.0,11.0,31.0,1097.0
Ивановская область,горох,2019,13.9,2.67,32.37,26.0,21.0,24.0,12.0,21.0,21.0,0.0,3.0,7.0,0.0,0.0,0.0,65.03,63.03,62.63,77.39,79.03,79.47,11.0,46.4,60.4,108.6,90.1,54.8,4.0,10.0,6.0,19.0,10.0,9.0,10.1,46.4,60.4,108.6,90.1,47.6,20.4,28.0,29.9,26.1,26.1,24.8,5.07,14.89,18.22,15.4,14.59,10.57,-7.6,-2.5,5.1,7.0,5.1,0.3,13.15,29.9,-7.6,371.3,363.2,71.13,10,125,58,1650.0,165.0,23825.0,7.0,7.0,4.0,,,,89.0,129.0,11.0,822.0,11.0,31.0,1051.0
Ивановская область,горох,2020,19.3,1.28,23.58,16.0,15.0,21.0,15.0,23.0,24.0,0.0,0.0,3.0,6.0,1.0,0.0,67.17,70.9,65.83,73.06,73.71,70.83,38.9,89.7,34.7,89.2,36.0,35.6,14.0,16.0,9.0,16.0,8.0,6.0,28.3,89.7,34.7,89.2,36.0,35.6,13.9,24.3,27.6,33.2,27.1,24.4,3.0,10.92,17.34,19.29,16.38,13.06,-9.1,-2.7,6.7,8.6,5.8,5.7,13.37,33.2,-9.1,324.1,313.5,70.29,10,114,69,1619.29,161.93,22949.63,6.0,6.0,5.0,,,2.0,108.0,150.0,16.0,913.0,20.0,62.0,1189.0
Ивановская область,горох,2021,11.7,1.02,11.33,20.0,18.0,22.0,22.0,18.0,14.0,0.0,2.0,10.0,13.0,7.0,0.0,70.3,68.13,64.7,62.84,72.94,81.1,79.5,82.6,41.8,39.7,116.2,61.6,10.0,13.0,8.0,9.0,13.0,16.0,58.1,82.6,41.8,39.7,116.2,61.6,21.0,29.1,33.8,31.3,30.5,21.4,5.31,13.7,20.42,21.47,19.07,9.16,-6.4,0.5,4.8,8.8,7.1,1.0,14.91,33.8,-6.4,421.4,400.0,69.97,32,114,69,3900.31,390.03,25563.5,6.0,6.0,2.0,,,2.0,103.0,146.0,15.0,914.0,18.0,58.0,1180.0
Ивановская область,горох,2022,15.15,1.3,19.37,18.0,19.0,25.0,23.0,30.0,13.0,0.0,0.0,3.0,12.0,14.0,0.0,72.87,64.52,62.93,64.71,65.26,79.6,56.7,55.8,31.3,43.6,10.1,86.9,12.0,12.0,5.0,8.0,1.0,17.0,22.4,55.2,31.3,43.6,10.1,86.9,17.5,21.0,30.4,32.3,30.2,18.5,4.28,8.85,17.56,20.8,20.6,9.85,-8.9,-3.3,7.7,9.8,10.4,3.6,13.71,32.3,-8.9,284.4,249.5,68.26,29,128,55,1576.38,157.64,25661.04,6.0,6.0,4.0,,,,72.0,113.0,8.0,785.0,10.0,25.0,978.0
Ивановская область,горох,2023,33.84,2.73,,25.0,19.0,20.0,18.0,23.0,26.0,0.0,0.0,1.0,3.0,7.0,0.0,63.53,63.45,62.57,76.23,74.65,76.1,41.5,58.6,57.9,105.3,29.1,14.7,5.0,12.0,10.0,13.0,8.0,4.0,41.4,57.8,57.9,105.3,29.1,14.7,20.5,25.1,27.1,30.0,29.6,23.9,7.42,12.65,14.89,17.85,18.48,13.83,-3.6,-2.3,4.1,8.9,4.1,2.9,14.22,30.0,-3.6,307.1,306.2,69.45,11,131,52,10377.2,1037.72,34089.2,6.0,6.0,4.0,,,,76.0,112.0,,787.0,10.0,23.0,975.0
Ивановская область,горох,2024,16.56,3.23,,19.0,26.0,16.0,22.0,20.0,28.0,0.0,2.0,2.0,11.0,2.0,0.0,71.9,57.74,74.23,72.32,80.29,67.2,48.0,21.3,143.7,81.7,99.2,16.1,11.0,5.0,14.0,9.0,11.0,2.0,48.0,20.2,143.7,81.7,99.2,16.1,20.2,28.0,27.8,31.1,28.2,26.2,8.65,10.45,19.02,20.64,17.29,15.61,-4.2,-2.5,9.4,10.9,8.4,0.9,15.29,31.1,-4.2,410.0,408.9,70.61,17,131,52,1223.47,122.35,26451.36,7.0,7.0,3.0,,,,77.0,106.0,,742.0,9.0,22.0,925.0
Ивановская область,зерновые и зернобобовые культуры,2000,14.1,119.71,1691.36,28.0,22.0,13.0,18.0,15.0,19.0,0.0,2.0,3.0,8.0,0.0,0.0,75.43,63.45,69.03,72.39,79.71,77.23,15.9,36.8,98.0,76.9,85.7,58.8,2.0,9.0,17.0,13.0,16.0,11.0,15.9,28.6,98.0,76.9,85.7,58.8,23.3,28.4,29.0,30.9,22.3,22.7,7.97,9.16,16.28,20.1,16.1,9.99,-3.2,-2.8,5.8,10.7,7.2,-0.6,13.3,30.9,-3.2,372.1,363.9,72.86,13,115,68,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2001,15.9,134.07,1656.14,24.0,14.0,11.0,27.0,22.0,23.0,0.0,0.0,0.0,12.0,2.0,0.0,78.7,73.61,79.57,70.39,71.55,78.27,35.9,84.9,116.6,16.8,61.2,37.6,6.0,17.0,19.0,4.0,9.0,7.0,34.6,84.9,116.6,16.8,61.2,37.6,23.6,23.9,24.3,30.8,29.2,23.8,7.73,10.87,15.75,22.01,16.13,12.32,-5.4,1.6,6.0,13.6,6.1,0.7,14.17,30.8,-5.4,353.0,351.7,75.29,14,121,62,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2002,15.3,118.42,1160.5,23.0,25.0,21.0,23.0,25.0,21.0,0.0,0.0,0.0,14.0,2.0,0.0,72.57,61.48,65.07,61.77,63.65,73.27,38.0,24.0,43.0,57.4,22.8,71.0,7.0,6.0,9.0,8.0,6.0,9.0,31.4,23.0,43.0,57.4,22.8,70.4,18.4,23.2,26.8,31.6,30.5,26.6,4.49,10.64,16.54,22.02,16.04,11.43,-13.2,0.3,4.9,9.6,8.2,0.6,13.57,31.6,-13.2,256.2,248.0,66.23,16,138,45,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2003,17.7,98.25,996.25,19.0,19.0,13.0,19.0,11.0,22.0,0.0,0.0,0.0,3.0,3.0,0.0,76.97,69.0,78.57,76.77,81.87,78.4,44.1,65.0,122.7,57.3,153.8,72.0,11.0,12.0,17.0,12.0,20.0,8.0,23.8,65.0,122.7,57.3,153.8,72.0,16.2,25.1,19.9,28.2,27.3,20.6,3.36,12.96,12.21,20.02,16.94,10.89,-5.3,0.6,2.9,9.3,9.4,1.8,12.79,28.2,-5.3,514.9,494.6,76.91,6,103,80,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2004,14.1,83.91,1025.21,22.0,20.0,13.0,17.0,21.0,18.0,0.0,0.0,0.0,1.0,3.0,0.0,71.43,70.32,76.97,81.48,77.39,79.5,45.0,58.0,133.9,100.1,72.6,56.0,8.0,11.0,17.0,14.0,10.0,12.0,31.7,57.9,133.9,100.1,72.6,56.0,15.9,21.2,26.5,27.3,28.4,24.2,2.43,11.22,14.72,18.68,17.67,12.35,-12.2,-0.5,3.7,11.4,8.8,3.3,12.89,28.4,-12.2,465.6,452.2,76.19,4,111,72,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2005,13.2,71.49,926.76,22.0,20.0,17.0,17.0,24.0,27.0,0.0,2.0,0.0,2.0,1.0,0.0,78.0,71.45,75.3,76.97,73.68,77.13,59.8,56.5,104.3,67.4,33.0,25.3,8.0,11.0,13.0,14.0,7.0,3.0,52.0,56.5,104.3,67.4,33.0,25.3,15.1,27.8,25.4,27.2,27.3,22.9,3.97,14.45,16.01,18.41,17.05,12.74,-9.0,3.7,7.5,8.4,7.8,0.7,13.82,27.8,-9.0,346.3,338.5,75.4,5,127,56,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2006,13.5,68.05,804.97,17.0,19.0,20.0,15.0,16.0,20.0,0.0,0.0,7.0,6.0,1.0,0.0,76.83,68.52,68.3,70.39,78.16,80.6,46.8,52.5,51.2,62.1,91.1,64.0,13.0,12.0,10.0,16.0,15.0,10.0,44.2,52.5,51.2,62.1,91.1,64.0,14.4,21.3,30.2,29.5,27.0,21.2,4.05,11.76,18.7,17.42,17.35,13.16,-5.4,-1.2,7.8,9.2,8.9,0.5,13.77,30.2,-5.4,367.7,365.1,73.78,14,107,76,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2007,16.9,66.57,1111.95,20.0,21.0,20.0,21.0,22.0,19.0,0.0,5.0,1.0,2.0,11.0,0.0,67.03,68.23,61.83,72.42,66.26,78.7,24.9,43.7,41.8,56.8,42.8,75.2,10.0,10.0,10.0,10.0,9.0,11.0,22.6,43.7,41.8,56.8,42.8,75.2,17.3,32.5,27.1,29.0,31.8,20.7,4.47,14.37,15.71,18.84,20.76,11.45,-5.2,-2.3,4.1,11.3,8.2,2.6,14.33,32.5,-5.2,285.2,282.9,69.08,19,123,60,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2008,18.2,72.69,1009.24,24.0,19.0,22.0,13.0,11.0,19.0,0.0,0.0,0.0,4.0,4.0,0.0,68.33,66.87,69.63,79.81,79.39,76.97,36.7,70.7,40.6,164.7,141.0,44.1,6.0,12.0,8.0,18.0,20.0,11.0,36.1,70.7,40.6,164.7,141.0,44.1,19.3,23.8,25.5,29.0,30.8,25.8,6.75,10.27,14.84,18.92,16.96,10.15,-4.2,-2.2,0.9,10.1,8.4,0.5,13.02,30.8,-4.2,497.8,497.2,73.53,8,108,75,864.0,86.4,864.0,3.0,3.0,3.0,1.0,,35.0,241.0,374.0,75.0,2052.0,21.0,87.0,2778.0
Ивановская область,зерновые и зернобобовые культуры,2009,19.2,68.37,1303.49,22.0,27.0,21.0,18.0,21.0,25.0,0.0,0.0,2.0,2.0,0.0,0.0,70.63,64.45,64.23,72.0,72.42,72.93,32.7,29.9,51.1,74.6,39.9,30.1,8.0,4.0,9.0,13.0,10.0,5.0,10.1,29.9,51.1,74.6,39.9,30.1,21.7,24.2,30.1,31.1,25.9,25.2,1.56,12.91,17.8,18.72,16.38,13.79,-14.0,-0.9,8.9,5.5,9.6,3.5,13.57,31.1,-14.0,258.3,235.7,69.45,4,134,49,,,,,,,,,,,,,,,,
Ивановская область,зерновые и зернобобовые культуры,2010,18.0,67.54,818.2,24.0,18.0,17.0,28.0,19.0,21.0,0.0,0.0,8.0,24.0,15.0,0.0,68.23,69.06,71.97,56.94,66.16,77.87,28.3,91.8,69.5,8.3,93.1,61.8,6.0,13.0,13.0,3.0,12.0,9.0,28.1,91.8,69.5,8.3,93.1,61.8,15.2,25.8,31.3,35.7,36.3,22.9,6.2,15.7,17.72,24.99,20.92,11.59,-4.1,6.3,7.1,11.0,6.0,1.0,16.26,36.3,-4.1,352.8,352.6,68.3,47,127,56,,,,,,,1.0,,15.0,197.0,310.0,57.0,1762.0,20.0,80.0,2342.0
Ивановская область,зерновые и зернобобовые культуры,2011,16.8,64.93,1027.71,17.0,26.0,18.0,19.0,25.0,11.0,0.0,0.0,2.0,16.0,3.0,0.0,79.47,66.74,69.7,68.55,66.1,82.9,44.2,24.6,43.3,82.9,28.6,79.8,13.0,5.0,12.0,12.0,6.0,19.0,29.4,24.6,43.3,82.9,28.6,79.8,17.3,25.9,27.3,30.8,29.2,21.8,2.55,12.83,17.04,22.48,18.3,11.35,-10.3,2.0,7.1,13.7,7.3,4.3,14.15,30.8,-10.3,303.4,288.6,72.16,21,116,67,23061.69,2306.17,23588.89,16.0,16.0,15.0,1.0,,10.0,180.0,278.0,47.0,1605.0,21.0,79.0,2121.0
Ивановская область,зерновые и зернобобовые культуры,2012,20.0,63.47,1247.36,15.0,21.0,20.0,23.0,18.0,16.0,0.0,0.0,0.0,6.0,3.0,0.0,81.13,68.48,72.03,67.71,75.0,77.07,72.3,66.2,61.6,39.8,94.4,64.5,15.0,10.0,10.0,8.0,13.0,14.0,58.3,66.2,61.6,39.8,94.4,64.5,22.0,26.0,26.6,30.2,29.6,21.7,5.5,13.97,16.62,20.07,17.09,12.6,-9.0,1.0,7.3,12.1,6.5,5.7,14.35,30.2,-9.0,398.8,384.8,73.52,9,113,70,5621.2,562.12,24549.06,14.0,14.0,3.0,,,8.0,159.0,229.0,41.0,1431.0,21.0,76.0,1868.0
Ивановская область,зерновые и зернобобовые культуры,2013,16.6,64.62,866.67,22.0,21.0,23.0,17.0,21.0,10.0,0.0,1.0,6.0,5.0,1.0,0.0,76.17,70.52,69.9,70.23,75.19,85.8,26.9,63.1,43.3,83.6,57.6,128.8,8.0,10.0,7.0,14.0,10.0,20.0,22.9,63.1,43.3,83.6,57.6,128.8,15.6,27.0,30.2,29.0,27.2,18.3,2.75,14.48,19.09,19.52,17.98,10.54,-7.6,1.4,9.0,11.1,7.8,0.6,14.11,30.2,-7.6,403.3,399.3,74.59,13,114,69,1448.76,144.88,20191.79,13.0,13.0,3.0,,,,125.0,193.0,28.0,1167.0,15.0,44.0,1513.0
Ивановская область,зерновые и зернобобовые культуры,2014,21.3,62.16,1311.03,25.0,24.0,13.0,26.0,16.0,24.0,0.0,2.0,7.0,8.0,5.0,0.0,57.47,61.39,64.1,65.58,71.77,75.9,24.4,50.0,105.2,29.4,63.7,39.7,5.0,7.0,17.0,5.0,15.0,6.0,19.5,50.0,105.2,29.4,63.7,39.7,19.5,27.7,30.2,29.9,30.2,21.6,5.13,14.86,16.12,19.45,19.01,12.06,-5.3,-1.5,6.5,8.8,8.3,4.0,14.49,30.2,-5.3,312.4,307.5,66.04,22,128,55,4039.7,403.97,21716.0,6.0,6.0,5.0,,,2.0,137.0,203.0,34.0,1243.0,21.0,73.0,1619.0
